tick,prey,energy
298,52,65.0846153846
299,51,65.4205882353
300,50,65.476
301,50,65.626
302,50,65.476
303,49,66.4642857143
304,50,66.385
305,50,66.235
306,50,66.085
307,50,65.935
308,50,65.785
309,50,65.767
310,51,65.7
311,51,65.55
312,51,65.4
313,51,65.25
314,50,65.944
315,49,65.8428571429
316,50,65.776
317,50,65.689
318,50,65.539
319,50,65.389
320,50,65.539
321,50,65.389
322,50,65.488
323,50,65.338
324,50,65.188
325,50,65.038
326,50,64.888
327,50,65.038
328,50,65.188
329,51,65.1323529412
330,52,65.3182692308
331,51,65.1823529412
332,50,66.529
333,50,66.379
334,50,66.58
335,50,66.43
336,50,66.58
337,50,66.514
338,50,66.364
339,50,66.214
340,50,66.064
341,50,66.067
342,50,66.217
343,50,66.067
344,50,66.217
345,51,66.1411764706
346,51,65.9911764706
347,51,66.1352941176
348,51,66.0617647059
349,51,65.9117647059
350,51,65.7617647059
351,51,65.6117647059
352,51,65.4617647059
353,51,65.3117647059
354,51,65.4558823529
355,51,65.3058823529
356,51,65.1558823529
357,51,65.0058823529
358,51,65.2
359,51,65.05
360,51,64.9
361,52,64.8480769231
362,52,65.0788461538
363,52,64.9288461538
364,52,64.7788461538
365,51,64.7147058824
366,51,64.65
367,51,64.7941176471
368,51,64.7441176471
369,51,64.8882352941
370,51,64.7382352941
371,51,64.5882352941
372,51,64.4382352941
373,50,63.949
374,50,63.799
375,50,63.649
376,50,63.499
377,50,63.649
378,50,63.499
379,50,63.349
380,50,63.499
381,50,63.349
382,50,63.199
383,49,62.643877551
384,49,62.493877551
385,49,62.3959183673
386,48,61.91875
387,48,61.76875
388,48,61.61875
389,49,61.762244898
390,49,61.612244898
391,49,61.8448979592
392,49,62.1051020408
393,49,61.9551020408
394,49,62.1112244898
395,49,62.2673469388
396,49,62.4234693878
397,49,62.2734693878
398,48,63.203125
399,48,63.365625
400,48,63.865625
401,48,63.715625
402,48,63.565625
403,48,63.415625
404,48,63.265625
405,48,63.115625
406,48,62.965625
407,48,62.815625
408,48,62.978125
409,48,62.828125
410,48,62.678125
411,48,62.840625
412,48,62.690625
413,48,62.540625
414,49,63.1551020408
415,49,63.0051020408
416,49,62.8551020408
417,49,62.7051020408
418,50,62.701
419,49,62.4571428571
420,49,62.3071428571
421,49,62.337755102
422,49,62.187755102
423,49,62.037755102
424,49,62.193877551
425,49,62.043877551
426,49,62.0193877551
427,49,61.8693877551
428,48,61.728125
429,48,61.578125
430,48,61.428125
431,48,61.590625
432,48,61.753125
433,48,61.603125
434,48,62.078125
435,48,62.240625
436,48,62.090625
437,48,61.940625
438,48,61.790625
439,48,62.265625
440,48,62.115625
441,48,61.965625
442,49,61.9795918367
443,49,61.8295918367
444,49,61.6795918367
445,49,61.5295918367
446,49,61.3795918367
447,49,61.5357142857
448,49,61.3857142857
449,49,61.2357142857
450,49,61.0857142857
451,49,61.2418367347
452,49,61.0918367347
453,49,60.9418367347
454,49,60.7918367347
455,49,60.6418367347
456,49,60.7979591837
457,49,60.6479591837
458,49,60.8040816327
459,48,60.64375
460,48,60.49375
461,47,60.9712765957
462,47,61.4404255319
463,47,61.2904255319
464,47,61.4595744681
465,47,61.3095744681
466,47,61.4914893617
467,46,62.6793478261
468,46,62.5293478261
469,46,62.3793478261
470,46,62.2293478261
471,46,62.4054347826
472,46,62.2554347826
473,46,62.1054347826
474,46,61.9554347826
475,46,61.8054347826
476,46,61.6554347826
477,46,61.5054347826
478,46,61.3554347826
479,46,61.2054347826
480,46,61.6782608696
481,46,61.5282608696
482,46,61.6456521739
483,46,61.4956521739
484,46,61.3456521739
485,46,61.5217391304
486,46,61.3717391304
487,46,61.2217391304
488,46,61.397826087
489,46,61.247826087
490,47,61.2840425532
491,47,61.3382978723
492,47,61.1882978723
493,47,61.0382978723
494,47,60.8882978723
495,47,61.1053191489
496,47,60.9553191489
497,47,60.8053191489
498,47,60.9744680851
499,47,60.8244680851
500,47,60.6744680851
501,48,60.71875
502,48,60.56875
503,48,60.41875
504,48,60.26875
505,48,60.11875
506,48,60.003125
507,48,59.853125
508,48,59.703125
509,48,60.178125
510,48,60.028125
511,48,59.878125
512,48,59.728125
513,48,59.578125
514,48,59.428125
515,48,59.278125
516,48,59.128125
517,48,58.978125
518,48,59.434375
519,48,59.284375
520,48,59.446875
521,48,59.296875
522,48,59.146875
523,48,58.996875
524,48,58.846875
525,48,58.696875
526,48,58.546875
527,48,59.021875
528,48,58.871875
529,48,58.721875
530,48,58.609375
531,48,58.459375
532,48,58.309375
533,48,58.159375
534,48,58.009375
535,48,58.171875
536,48,58.334375
537,48,58.184375
538,48,58.346875
539,48,58.196875
540,48,58.359375
541,48,58.209375
542,48,58.371875
543,48,58.221875
544,48,58.384375
545,48,58.234375
546,48,58.084375
547,48,57.934375
548,48,57.784375
549,49,57.8836734694
550,49,58.0397959184
551,49,57.8897959184
552,49,57.7397959184
553,49,57.5897959184
554,49,57.7459183673
555,49,58.2081632653
556,48,58.965625
557,48,58.9
558,48,59.0625
559,48,58.9125
560,48,59.075
561,49,59.1479591837
562,49,58.9979591837
563,49,58.8479591837
564,49,59.0040816327
565,49,58.8540816327
566,49,58.7040816327
567,49,58.8602040816
568,49,59.0163265306
569,49,58.8663265306
570,49,59.0224489796
571,49,58.8724489796
572,49,58.7224489796
573,49,58.5724489796
574,49,59.3408163265
575,49,59.1908163265
576,49,59.3469387755
577,49,59.1969387755
578,49,59.0469387755
579,49,58.8969387755
580,49,58.8173469388
581,50,58.891
582,50,59.041
583,50,58.891
584,50,59.293
585,50,59.143
586,50,58.993
587,50,58.843
588,50,58.993
589,50,59.443
590,49,59.3744897959
591,49,59.8367346939
592,49,59.8489795918
593,49,59.6989795918
594,49,59.8275510204
595,48,59.20625
596,48,59.05625
597,47,59.6180851064
598,47,59.4680851064
599,47,59.6372340426
600,47,59.8063829787
601,47,59.6563829787
602,47,59.8127659574
603,47,59.6627659574
604,47,59.5127659574
605,46,59.4739130435
606,46,59.3239130435
607,46,59.1739130435
608,45,59.52
609,45,59.37
610,45,59.8866666667
611,45,59.7366666667
612,45,59.92
613,45,59.77
614,45,59.9533333333
615,45,59.8033333333
616,45,60.2133333333
617,45,60.0633333333
618,45,60.2466666667
619,45,60.43
620,45,60.28
621,45,60.13
622,45,59.98
623,45,59.83
624,45,60.0133333333
625,45,59.8633333333
626,45,59.7133333333
627,46,59.7869565217
628,46,59.6369565217
629,46,60.1391304348
630,45,61.1466666667
631,45,61.1333333333
632,45,61.3166666667
633,45,61.33
634,45,61.18
635,45,61.03
636,45,60.88
637,45,60.73
638,45,60.9133333333
639,44,62.2988636364
640,45,62.32
641,45,62.17
642,46,62.1902173913
643,46,62.0402173913
644,46,61.8902173913
645,46,61.7402173913
646,46,61.5902173913
647,46,61.4402173913
648,46,61.2902173913
649,46,61.1402173913
650,46,60.9902173913
651,46,60.8402173913
652,46,60.6902173913
653,46,60.5402173913
654,47,60.5914893617
655,47,60.4414893617
656,47,60.2914893617
657,47,60.4606382979
658,47,60.3106382979
659,47,60.479787234
660,47,60.329787234
661,47,60.3489361702
662,47,60.5180851064
663,47,60.3680851064
664,47,60.3170212766
665,47,60.1670212766
666,47,60.0170212766
667,46,61.5445652174
668,47,61.5744680851
669,47,61.7436170213
670,47,61.5936170213
671,47,61.7627659574
672,47,61.9319148936
673,47,62.420212766
674,47,62.5893617021
675,48,62.59375
676,48,62.44375
677,48,62.29375
678,48,62.14375
679,48,62.30625
680,49,62.362244898
681,49,62.5183673469
682,49,62.6744897959
683,49,62.8306122449
684,49,62.9867346939
685,49,63.1428571429
686,49,63.2989795918
687,49,63.1489795918
688,49,62.9989795918
689,49,62.8489795918
690,49,62.6989795918
691,49,62.5489795918
692,49,62.7051020408
693,50,62.701
694,50,62.551
695,50,63.001
696,50,62.851
697,50,63.001
698,50,63.097
699,50,62.947
700,50,62.797
701,50,62.947
702,50,63.097
703,50,63.247
704,50,63.097
705,50,63.247
706,50,63.397
707,50,63.667
708,50,63.742
709,50,63.592
710,50,63.742
711,50,63.892
712,50,63.742
713,50,63.592
714,50,63.442
715,50,63.592
716,50,63.442
717,50,63.292
718,50,63.142
719,50,63.343
720,50,63.193
721,50,63.043
722,50,63.193
723,50,63.295
724,50,63.145
725,50,63.049
726,50,62.899
727,50,63.049
728,50,62.899
729,50,63.649
730,50,63.499
731,50,63.349
732,50,63.199
733,50,63.424
734,50,63.274
735,50,63.424
736,50,63.574
737,50,63.424
738,50,63.574
739,50,63.724
740,50,64.357
741,50,64.507
742,50,64.414
743,50,64.564
744,50,65.014
745,50,64.864
746,50,64.714
747,50,64.864
748,50,65.014
749,50,64.864
750,50,64.714
751,50,64.864
752,50,65.014
753,50,64.864
754,50,64.714
755,50,64.564
756,50,64.714
757,51,64.6676470588
758,51,64.7323529412
759,51,64.8764705882
760,51,64.7264705882
761,51,64.5764705882
762,52,64.5307692308
763,52,64.6692307692
764,52,64.8076923077
765,52,64.6576923077
766,52,64.5076923077
767,51,65.9176470588
768,51,65.7676470588
769,51,65.9117647059
770,51,65.7617647059
771,51,65.9058823529
772,51,65.7558823529
773,51,65.8470588235
774,51,65.9911764706
775,51,66.1705882353
776,51,66.0205882353
777,51,65.8705882353
778,51,65.7205882353
779,51,66.1588235294
780,51,66.3029411765
781,51,66.1529411765
782,52,66.3451923077
783,52,66.1951923077
784,52,66.0451923077
785,51,66.6205882353
786,51,66.7647058824
787,51,66.9088235294
788,51,66.7588235294
789,51,66.6558823529
790,51,66.8
791,51,66.65
792,51,66.9294117647
793,51,67.0735294118
794,51,66.9235294118
795,51,66.7735294118
796,51,66.9176470588
797,51,67.3558823529
798,51,67.2058823529
799,52,67.1096153846
800,52,67.2480769231
801,52,67.0980769231
802,52,67.2365384615
803,52,67.0865384615
804,52,66.9365384615
805,52,66.7865384615
806,52,66.925
807,52,67.0634615385
808,52,67.2019230769
809,52,67.3403846154
810,52,67.1903846154
811,52,67.0403846154
812,52,66.8903846154
813,52,66.7403846154
814,52,66.5903846154
815,52,66.4403846154
816,52,66.2903846154
817,52,66.4288461538
818,52,66.5673076923
819,52,66.4173076923
820,52,66.2673076923
821,52,66.4057692308
822,53,66.3858490566
823,53,66.5188679245
824,53,67.2179245283
825,53,67.0679245283
826,53,67.3254716981
827,53,67.1754716981
828,53,67.0254716981
829,53,66.8754716981
830,53,66.7254716981
831,54,66.6361111111
832,54,66.4861111111
833,54,66.6138888889
834,54,66.7416666667
835,54,66.8694444444
836,54,66.7194444444
837,54,66.5694444444
838,54,66.9666666667
839,54,66.8166666667
840,54,66.6666666667
841,54,66.5166666667
842,54,66.3666666667
843,54,66.2166666667
844,53,66.858490566
845,53,66.8981132075
846,53,67.0311320755
847,53,66.8811320755
848,53,66.7311320755
849,53,66.5811320755
850,53,66.4311320755
851,53,66.2811320755
852,54,66.4666666667
853,54,66.5944444444
854,54,66.4444444444
855,54,66.2944444444
856,54,66.2388888889
857,54,66.0888888889
858,54,65.9388888889
859,54,65.7888888889
860,54,65.9166666667
861,54,65.7666666667
862,54,65.6166666667
863,54,65.7444444444
864,54,65.5944444444
865,54,65.4444444444
866,54,65.5722222222
867,54,65.4222222222
868,54,65.2722222222
869,54,65.1222222222
870,53,65.2141509434
871,53,65.0641509434
872,53,65.0556603774
873,54,64.9972222222
874,54,64.8472222222
875,54,64.9277777778
876,54,64.7777777778
877,54,64.8944444444
878,55,64.8372727273
879,55,64.6872727273
880,55,64.5372727273
881,55,64.4554545455
882,55,64.3054545455
883,55,64.1554545455
884,55,64.0054545455
885,55,63.8554545455
886,55,64.0027272727
887,55,63.8527272727
888,55,63.9754545455
889,55,63.8254545455
890,55,63.6754545455
891,55,63.5254545455
892,55,63.6481818182
893,55,63.4981818182
894,55,63.6209090909
895,55,64.0163636364
896,55,63.8663636364
897,55,63.7163636364
898,55,63.6809090909
899,54,64.7111111111
900,54,64.5611111111
901,54,64.9666666667
902,54,64.8611111111
903,54,64.9888888889
904,54,64.8388888889
905,54,64.9666666667
906,54,64.8166666667
907,54,64.6666666667
908,54,64.5166666667
909,54,64.6444444444
910,54,64.7944444444
911,54,64.8833333333
912,54,64.7333333333
913,54,64.8611111111
914,54,64.7111111111
915,55,64.6572727273
916,54,64.1777777778
917,54,64.3055555556
918,54,64.4333333333
919,54,64.2833333333
920,54,64.1333333333
921,54,63.9833333333
922,54,63.8333333333
923,54,63.8777777778
924,54,63.7277777778
925,55,63.6918181818
926,55,63.5418181818
927,55,63.3918181818
928,55,63.2909090909
929,55,63.1409090909
930,55,63.2636363636
931,55,63.1136363636
932,55,62.9636363636
933,55,63.0863636364
934,55,62.9363636364
935,55,63.0590909091
936,55,62.9090909091
937,55,63.2854545455
938,55,63.1354545455
939,55,62.9854545455
940,55,62.8354545455
941,56,63.08125
942,56,62.93125
943,56,62.78125
944,56,62.8991071429
945,55,63.0890909091
946,55,62.9390909091
947,56,63.1160714286
948,56,62.9660714286
949,56,62.8160714286
950,56,63.2017857143
951,56,63.0517857143
952,56,63.1696428571
953,57,63.4026315789
954,57,63.2526315789
955,57,63.3657894737
956,57,63.2157894737
957,57,63.0657894737
958,57,63.1789473684
959,57,63.2921052632
960,58,63.2577586207
961,58,63.1077586207
962,58,62.9577586207
963,58,62.8077586207
964,58,62.6577586207
965,58,62.5077586207
966,58,62.3577586207
967,58,62.4224137931
968,59,62.4008474576
969,59,62.3322033898
970,59,62.436440678
971,59,62.5406779661
972,59,62.3906779661
973,59,62.2406779661
974,59,62.0906779661
975,59,62.0957627119
976,59,61.9457627119
977,59,61.7957627119
978,59,61.9
979,59,62.0042372881
980,59,62.1084745763
981,59,61.9584745763
982,59,61.8084745763
983,59,61.6584745763
984,59,61.856779661
985,59,61.706779661
986,59,61.556779661
987,59,61.6610169492
988,60,61.65
989,60,61.75
990,60,61.6
991,60,61.45
992,60,61.55
993,60,61.4
994,60,61.5
995,60,61.35
996,60,61.45
997,60,61.4475
998,60,61.2975
999,61,61.5360655738
1000,61,61.3860655738
1001,61,61.2360655738
1002,61,61.3319672131
1003,61,61.1819672131
1004,61,61.0319672131
1005,61,61.1278688525
1006,61,60.9778688525
1007,61,60.8278688525
1008,61,60.6778688525
1009,61,60.7737704918
1010,61,60.6237704918
1011,61,60.5770491803
1012,61,60.4270491803
1013,61,60.5229508197
1014,61,60.3729508197
1015,61,60.2229508197
1016,61,60.0729508197
1017,61,59.9229508197
1018,62,59.935483871
1019,62,60.0274193548
1020,62,59.8774193548
1021,62,59.9451612903
1022,62,59.9282258065
1023,62,60.0201612903
1024,62,59.8701612903
1025,62,59.7201612903
1026,62,59.5701612903
1027,62,59.4201612903
1028,62,59.3983870968
1029,62,59.2483870968
1030,62,59.3403225806
1031,62,59.1903225806
1032,62,59.0403225806
1033,62,58.8903225806
1034,62,58.7403225806
1035,62,58.7862903226
1036,62,58.6362903226
1037,62,58.4862903226
1038,62,58.5782258065
1039,63,58.6095238095
1040,63,58.4595238095
1041,63,58.5476190476
1042,63,58.3976190476
1043,63,58.2476190476
1044,63,58.0976190476
1045,63,57.9476190476
1046,63,58.0357142857
1047,63,57.8857142857
1048,63,57.7357142857
1049,63,57.5857142857
1050,63,57.4357142857
1051,63,57.2857142857
1052,63,57.85
1053,63,57.9380952381
1054,63,58.0261904762
1055,63,58.3523809524
1056,62,59.1443548387
1057,62,58.9943548387
1058,62,58.9459677419
1059,62,58.7959677419
1060,61,59.0008196721
1061,61,58.8508196721
1062,61,58.7008196721
1063,61,58.5508196721
1064,61,58.4008196721
1065,62,58.4379032258
1066,62,58.2879032258
1067,62,58.1379032258
1068,61,58.693442623
1069,61,58.7893442623
1070,61,58.6393442623
1071,62,58.6725806452
1072,62,58.5225806452
1073,62,58.614516129
1074,62,58.7064516129
1075,62,58.7983870968
1076,63,58.8261904762
1077,63,58.9142857143
1078,63,58.8785714286
1079,63,58.8666666667
1080,63,58.7166666667
1081,63,58.5666666667
1082,63,58.4166666667
1083,63,58.2666666667
1084,63,58.3547619048
1085,64,58.62109375
1086,64,58.70546875
1087,64,58.55546875
1088,63,59.3357142857
1089,63,59.1857142857
1090,63,59.2738095238
1091,63,59.6
1092,63,59.45
1093,63,59.5380952381
1094,63,59.8642857143
1095,63,59.7142857143
1096,63,59.8023809524
1097,63,59.8904761905
1098,63,59.7404761905
1099,63,59.6380952381
1100,63,59.7261904762
1101,64,60.20546875
1102,64,60.05546875
1103,64,59.90546875
1104,64,59.75546875
1105,64,59.83984375
1106,64,59.68984375
1107,64,59.53984375
1108,64,59.38984375
1109,64,59.47421875
1110,64,59.32421875
1111,63,60.1166666667
1112,63,60.2047619048
1113,63,60.530952381
1114,63,60.380952381
1115,63,60.230952381
1116,63,60.080952381
1117,64,60.0859375
1118,64,60.4046875
1119,64,60.2546875
1120,64,60.5734375
1121,64,60.4234375
1122,64,60.32734375
1123,64,60.17734375
1124,64,60.26171875
1125,64,60.11171875
1126,64,60.19609375
1127,64,60.04609375
1128,64,60.13046875
1129,64,59.98046875
1130,64,59.83046875
1131,64,59.68046875
1132,64,59.76484375
1133,64,59.61484375
1134,64,59.69921875
1135,64,60.25234375
1136,64,60.10234375
1137,64,60.18671875
1138,64,60.27109375
1139,64,60.58984375
1140,64,60.67421875
1141,65,60.6676923077
1142,65,60.5176923077
1143,65,60.3676923077
1144,65,60.4484615385
1145,65,60.2984615385
1146,65,60.1484615385
1147,65,59.9984615385
1148,65,59.8484615385
1149,65,59.9292307692
1150,65,59.7792307692
1151,65,59.6292307692
1152,65,59.4792307692
1153,65,59.56
1154,65,59.41
1155,65,59.26
1156,66,59.5
1157,66,59.35
1158,67,59.3589552239
1159,67,59.4328358209
1160,67,59.2828358209
1161,67,59.1328358209
1162,67,59.6141791045
1163,67,59.4641791045
1164,66,58.8931818182
1165,66,58.7431818182
1166,66,58.5931818182
1167,66,58.4431818182
1168,65,58.5538461538
1169,65,58.4038461538
1170,65,58.4846153846
1171,65,58.3346153846
1172,65,58.4153846154
1173,65,58.2653846154
1174,65,58.1153846154
1175,65,58.1961538462
1176,65,58.0461538462
1177,65,57.8961538462
1178,65,57.9769230769
1179,65,57.8269230769
1180,65,57.9076923077
1181,65,57.7576923077
1182,65,57.8384615385
1183,65,57.9192307692
1184,65,58.0
1185,65,57.85
1186,65,57.7
1187,65,57.55
1188,65,57.8615384615
1189,65,57.9423076923
1190,64,57.615625
1191,64,57.465625
1192,64,57.315625
1193,64,57.165625
1194,64,57.015625
1195,64,57.1
1196,64,57.184375
1197,64,57.26875
1198,64,57.5875
1199,65,57.6284615385
1200,65,57.7092307692
1201,65,57.79
1202,65,57.64
1203,65,57.49
1204,65,57.34
1205,65,57.4207692308
1206,65,57.5015384615
1207,65,57.5823076923
1208,65,57.4323076923
1209,65,57.2823076923
1210,65,57.3630769231
1211,65,57.2130769231
1212,65,57.2938461538
1213,65,57.1438461538
1214,65,56.9938461538
1215,65,56.8438461538
1216,65,56.6938461538
1217,65,56.5438461538
1218,66,56.5977272727
1219,66,56.9022727273
1220,66,57.2068181818
1221,66,57.0568181818
1222,66,56.9068181818
1223,66,56.7568181818
1224,66,56.8340909091
1225,66,56.9113636364
1226,66,56.7613636364
1227,66,56.6113636364
1228,66,56.6181818182
1229,66,56.9
1230,66,56.75
1231,66,56.8272727273
1232,66,57.1318181818
1233,66,56.9818181818
1234,66,57.0590909091
1235,66,56.9090909091
1236,66,56.7590909091
1237,66,56.6090909091
1238,66,56.4590909091
1239,66,56.3090909091
1240,66,56.1590909091
1241,66,56.2363636364
1242,66,56.1181818182
1243,66,55.9681818182
1244,66,55.8181818182
1245,66,56.1227272727
1246,67,56.2873134328
1247,67,56.4014925373
1248,68,56.6720588235
1249,68,56.5220588235
1250,68,56.3720588235
1251,68,56.2220588235
1252,68,56.6941176471
1253,68,56.7647058824
1254,68,56.6147058824
1255,67,57.3104477612
1256,67,57.1805970149
1257,67,57.0305970149
1258,67,57.1044776119
1259,67,56.9544776119
1260,67,56.8044776119
1261,67,56.878358209
1262,67,56.952238806
1263,67,56.802238806
1264,67,56.652238806
1265,67,56.502238806
1266,67,56.352238806
1267,66,57.5113636364
1268,67,57.547761194
1269,67,57.397761194
1270,67,57.247761194
1271,67,57.097761194
1272,67,57.3955223881
1273,67,57.2455223881
1274,67,57.5432835821
1275,67,57.3932835821
1276,67,57.2432835821
1277,67,57.0932835821
1278,68,57.3536764706
1279,68,57.4242647059
1280,68,57.2742647059
1281,69,57.5260869565
1282,69,57.3760869565
1283,69,57.5108695652
1284,69,57.3608695652
1285,69,57.4282608696
1286,69,57.2782608696
1287,70,57.31
1288,70,57.16
1289,70,57.2242857143
1290,70,57.0742857143
1291,70,56.9242857143
1292,70,56.9885714286
1293,70,56.8385714286
1294,70,56.6885714286
1295,70,56.7528571429
1296,70,56.8171428571
1297,70,56.8814285714
1298,71,56.9161971831
1299,71,56.7661971831
1300,70,57.3035714286
1301,70,57.1535714286
1302,70,57.0035714286
1303,70,56.8535714286
1304,70,56.7035714286
1305,70,56.5535714286
1306,70,56.4035714286
1307,70,56.4464285714
1308,71,56.4873239437
1309,71,56.3373239437
1310,71,56.1873239437
1311,71,56.0373239437
1312,72,56.08125
1313,72,55.93125
1314,72,55.9895833333
1315,72,55.8395833333
1316,72,55.8979166667
1317,72,55.95625
1318,72,55.80625
1319,72,55.8645833333
1320,72,55.7145833333
1321,72,55.5645833333
1322,72,55.4145833333
1323,72,55.2645833333
1324,72,55.1145833333
1325,72,54.9645833333
1326,73,55.2260273973
1327,73,55.0760273973
1328,73,54.9260273973
1329,73,54.7760273973
