tick,prey,energy
381,51,66.5058823529
382,51,66.3941176471
383,51,67.5647058824
384,51,67.95
385,51,67.8
386,51,67.9441176471
387,51,68.0882352941
388,51,68.2323529412
389,51,68.0823529412
390,51,67.9823529412
391,51,67.8676470588
392,51,67.7176470588
393,51,67.5676470588
394,51,67.4176470588
395,51,67.2676470588
396,51,67.1176470588
397,52,67.5913461538
398,52,67.7298076923
399,52,67.5798076923
400,52,67.4298076923
401,52,67.5682692308
402,52,67.5567307692
403,52,67.4673076923
404,52,67.3576923077
405,52,67.7846153846
406,52,67.6346153846
407,52,67.4846153846
408,52,67.3346153846
409,52,67.4730769231
410,53,67.7301886792
411,53,67.5801886792
412,53,67.7132075472
413,53,67.5632075472
414,53,67.4132075472
415,53,67.2632075472
416,53,67.1132075472
417,53,66.9632075472
418,53,66.8132075472
419,53,67.008490566
420,53,66.858490566
421,53,66.708490566
422,53,66.9037735849
423,53,66.7537735849
424,53,67.1698113208
425,53,67.0198113208
426,53,67.1528301887
427,53,67.1981132075
428,53,67.6650943396
429,53,67.5150943396
430,53,67.9311320755
431,53,67.8688679245
432,53,67.7188679245
433,53,67.5688679245
434,53,67.4188679245
435,53,67.5886792453
436,54,68.0388888889
437,54,67.8888888889
438,54,67.7388888889
439,54,67.9222222222
440,54,68.05
441,54,68.1777777778
442,54,68.0277777778
443,54,68.1555555556
444,54,68.0055555556
445,54,67.8555555556
446,54,67.975
447,54,67.825
448,55,67.9872727273
449,55,67.8372727273
450,55,67.96
451,55,68.0827272727
452,55,67.9327272727
453,55,67.7827272727
454,55,67.6845454545
455,55,67.9463636364
456,55,68.0690909091
457,55,67.9190909091
458,54,68.5194444444
459,54,68.3694444444
460,54,68.4972222222
461,54,68.8388888889
462,54,69.0305555556
463,54,68.8805555556
464,54,68.7305555556
465,53,68.4547169811
466,53,68.3047169811
467,53,68.4377358491
468,53,68.2877358491
469,53,68.7037735849
470,53,68.5537735849
471,53,68.6867924528
472,53,68.8198113208
473,53,68.6698113208
474,53,68.7037735849
475,53,68.5537735849
476,53,68.5424528302
477,53,68.3924528302
478,53,68.4433962264
479,53,68.2933962264
480,53,68.1433962264
481,53,67.9933962264
482,53,67.8433962264
483,53,67.7528301887
484,53,67.6028301887
485,53,67.7358490566
486,53,67.5858490566
487,54,67.4805555556
488,54,67.6083333333
489,54,67.7361111111
490,54,67.5861111111
491,55,67.7527272727
492,55,67.8754545455
493,55,67.7254545455
494,55,67.5754545455
495,55,67.4254545455
496,55,67.2754545455
497,55,67.1827272727
498,55,67.15
499,55,67.0
500,55,66.85
501,55,66.7
502,55,66.55
503,55,66.4
504,55,66.25
505,55,66.1
506,55,66.2854545455
507,55,66.2609090909
508,55,66.1109090909
509,55,66.2336363636
510,55,66.1709090909
511,55,66.0209090909
512,55,65.8709090909
513,55,65.7209090909
514,55,65.8436363636
515,55,65.6936363636
516,55,65.5436363636
517,55,65.6663636364
518,55,65.8190909091
519,56,65.7892857143
520,56,65.6392857143
521,56,66.025
522,56,66.1428571429
523,56,65.9928571429
524,56,65.8428571429
525,56,66.0116071429
526,56,65.8616071429
527,56,65.7116071429
528,56,65.6205357143
529,56,65.4705357143
530,56,65.3205357143
531,57,65.2526315789
532,57,65.1026315789
533,57,64.9526315789
534,57,64.8026315789
535,57,64.6526315789
536,57,64.5026315789
537,57,64.6473684211
538,57,64.4973684211
539,57,64.3473684211
540,57,64.7236842105
541,57,64.5736842105
542,58,64.5172413793
543,58,64.3672413793
544,58,64.2586206897
545,58,64.1086206897
546,58,63.9586206897
547,58,64.0672413793
548,58,63.9172413793
549,58,64.025862069
550,58,63.875862069
551,58,64.0025862069
552,58,63.8525862069
553,58,63.8396551724
554,58,63.6896551724
555,58,63.5396551724
556,58,63.6482758621
557,58,63.55
558,58,63.4
559,58,63.6689655172
560,58,63.7775862069
561,58,64.1448275862
562,58,63.9948275862
563,58,63.8448275862
564,58,63.9534482759
565,58,64.0620689655
566,58,63.9120689655
567,57,65.1473684211
568,57,65.2605263158
569,57,65.1105263158
570,57,65.0973684211
571,57,64.9473684211
572,57,65.2
573,57,65.05
574,57,64.9
575,57,65.0131578947
576,57,64.8631578947
577,57,64.7605263158
578,57,64.8736842105
579,57,65.0447368421
580,57,64.8947368421
581,57,65.0078947368
582,57,64.8578947368
583,57,64.7078947368
584,57,64.5578947368
585,57,64.4078947368
586,58,64.550862069
587,58,64.400862069
588,58,64.5094827586
589,58,64.3594827586
590,58,64.2094827586
591,58,64.0594827586
592,58,64.1681034483
593,58,64.0181034483
594,58,64.1267241379
595,58,64.2353448276
596,58,64.0853448276
597,58,64.2560344828
598,58,64.7396551724
599,58,64.5896551724
600,58,64.4396551724
601,58,64.2896551724
602,58,64.1396551724
603,58,64.0051724138
604,59,63.956779661
605,59,64.0330508475
606,59,63.8830508475
607,59,63.7330508475
608,59,63.5830508475
609,59,63.6872881356
610,59,63.5372881356
611,59,63.3872881356
612,59,63.2372881356
613,59,63.0872881356
614,59,62.9372881356
615,59,63.2957627119
616,59,63.1457627119
617,59,62.9957627119
618,59,63.1508474576
619,59,63.0008474576
620,59,62.8508474576
621,59,62.7008474576
622,59,62.8050847458
623,59,62.6550847458
624,60,62.8775
625,60,62.7275
626,59,63.293220339
627,59,63.143220339
628,59,63.2474576271
629,60,63.21
630,60,63.06
631,60,62.975
632,59,64.0533898305
633,59,64.1576271186
634,59,64.0076271186
635,59,63.8576271186
636,59,63.9618644068
637,59,63.8118644068
638,59,63.6618644068
639,59,63.5118644068
640,59,63.3618644068
641,59,63.2118644068
642,59,63.0618644068
643,59,62.9118644068
644,59,63.0161016949
645,59,62.8661016949
646,59,62.7161016949
647,59,62.5661016949
648,59,62.4161016949
649,59,62.3118644068
650,59,62.3423728814
651,59,62.1923728814
652,58,63.200862069
653,58,63.050862069
654,58,62.900862069
655,58,62.750862069
656,58,62.600862069
657,58,62.9293103448
658,57,63.5947368421
659,58,63.5810344828
660,58,63.6896551724
661,58,63.7982758621
662,58,63.6482758621
663,58,63.4982758621
664,58,63.3482758621
665,58,63.1982758621
666,58,63.0482758621
667,57,64.2684210526
668,57,64.3815789474
669,57,64.2315789474
670,57,64.0815789474
671,57,64.4578947368
672,57,64.5710526316
673,57,64.4763157895
674,56,64.4633928571
675,56,64.3133928571
676,56,64.43125
677,56,64.28125
678,56,64.13125
679,56,63.98125
680,56,63.83125
681,56,63.68125
682,56,63.53125
683,56,63.38125
684,56,63.3705357143
685,56,63.2205357143
686,55,63.0209090909
687,55,63.1436363636
688,55,62.9936363636
689,55,62.8436363636
690,54,62.8083333333
691,54,62.6583333333
692,53,62.6273584906
693,52,62.8894230769
694,52,63.1288461538
695,53,63.108490566
696,53,62.958490566
697,53,62.808490566
698,53,62.941509434
699,53,62.791509434
700,53,62.641509434
701,53,62.491509434
702,51,62.8058823529
703,51,62.95
704,50,62.968
705,50,62.818
706,50,62.668
707,50,62.518
708,50,62.368
709,50,62.326
710,50,62.476
711,49,61.9397959184
712,50,62.251
713,50,62.701
714,50,62.818
715,50,62.668
716,50,62.518
717,51,62.6117647059
718,51,62.4617647059
719,51,62.3117647059
720,51,62.4558823529
721,51,62.6
722,51,62.45
723,51,62.5941176471
724,51,62.4441176471
725,51,62.2941176471
726,51,62.4382352941
727,51,62.2882352941
728,51,62.1382352941
729,51,61.9882352941
730,51,61.8382352941
731,52,61.8451923077
732,52,61.6951923077
733,52,61.7817307692
734,52,61.6317307692
735,53,61.6396226415
736,53,61.4896226415
737,53,61.3396226415
738,53,61.5320754717
739,53,61.3820754717
740,53,61.2320754717
741,53,61.0820754717
742,53,60.9320754717
743,53,60.7820754717
744,53,60.6632075472
745,53,61.079245283
746,53,60.929245283
747,53,60.779245283
748,53,60.629245283
749,53,60.7622641509
750,53,60.6122641509
751,53,60.4622641509
752,53,60.3122641509
753,53,60.1877358491
754,54,60.4972222222
755,54,60.3472222222
756,54,60.1972222222
757,54,60.325
758,54,60.4527777778
759,54,60.3027777778
760,54,60.1527777778
761,54,60.1472222222
762,54,60.275
763,54,60.125
764,54,60.2527777778
765,54,60.3805555556
766,54,60.2305555556
767,54,61.3777777778
768,54,61.3111111111
769,54,61.1611111111
770,54,61.2305555556
771,54,61.3583333333
772,54,61.2083333333
773,54,61.0583333333
774,54,61.1861111111
775,54,61.0361111111
776,54,60.8861111111
777,54,60.7361111111
778,54,60.5861111111
779,54,60.7138888889
780,54,60.5638888889
781,54,60.4138888889
782,54,60.2638888889
783,54,60.1138888889
784,54,60.0083333333
785,54,60.3888888889
786,54,60.2388888889
787,54,60.0888888889
788,54,59.9388888889
789,55,59.9718181818
790,55,59.8218181818
791,55,59.9445454545
792,55,59.7945454545
793,54,59.45
794,54,59.3
795,54,59.4277777778
796,54,59.5555555556
797,53,59.6726415094
798,53,59.8056603774
799,53,59.6556603774
800,53,59.5056603774
801,53,59.3556603774
802,53,59.4886792453
803,53,59.3924528302
804,53,59.5254716981
805,52,59.6817307692
806,52,59.5317307692
807,52,59.3817307692
808,52,59.5028846154
809,52,59.3528846154
810,52,59.2028846154
811,52,59.0932692308
812,53,59.1490566038
813,53,58.9990566038
814,53,59.1320754717
815,53,59.2650943396
816,53,59.1150943396
817,53,59.2481132075
818,53,59.0981132075
819,53,58.9481132075
820,53,58.7981132075
821,53,58.6481132075
822,53,58.7811320755
823,53,58.6650943396
824,53,58.5150943396
825,53,58.7103773585
826,53,58.5603773585
827,53,58.6933962264
828,53,58.8264150943
829,53,58.6764150943
830,54,58.7361111111
831,54,58.5861111111
832,54,58.9916666667
833,54,58.8416666667
834,54,58.9694444444
835,54,59.0972222222
836,54,58.9472222222
837,54,58.7972222222
838,54,58.6472222222
839,55,58.7036363636
840,55,58.5536363636
841,55,58.4527272727
842,56,58.5089285714
843,56,58.3589285714
844,56,58.2598214286
845,56,58.1098214286
846,56,58.3294642857
847,56,58.4473214286
848,56,58.2973214286
849,56,58.1473214286
850,56,57.9973214286
851,56,57.8660714286
852,56,58.5196428571
853,56,58.4392857143
854,56,58.5598214286
855,56,58.7017857143
856,56,58.5517857143
857,56,58.4017857143
858,56,58.2517857143
859,56,58.3696428571
860,56,58.7553571429
861,55,59.6745454545
862,56,59.7089285714
863,56,59.5589285714
864,56,59.6767857143
865,56,59.6205357143
866,56,59.4705357143
867,54,61.8027777778
868,54,62.2083333333
869,54,62.6138888889
870,54,62.4638888889
871,54,62.5916666667
872,54,62.4416666667
873,54,62.2916666667
874,54,62.1416666667
875,54,61.9916666667
876,54,61.8694444444
877,54,62.0611111111
878,54,62.7444444444
879,54,62.8722222222
880,54,62.7222222222
881,54,62.5722222222
882,54,62.4222222222
883,54,62.55
884,54,62.5194444444
885,54,62.3694444444
886,54,62.4972222222
887,54,62.4916666667
888,54,62.3416666667
889,54,62.1916666667
890,54,62.1388888889
891,54,61.9888888889
892,54,61.8805555556
893,54,62.025
894,54,62.0555555556
895,54,61.9055555556
896,54,61.7555555556
897,54,61.6055555556
898,54,61.4555555556
899,55,62.0063636364
900,55,61.8563636364
901,55,61.9790909091
902,55,62.1018181818
903,55,62.0909090909
904,55,62.0990909091
905,55,61.9490909091
906,55,62.0718181818
907,55,61.9218181818
908,55,61.7718181818
909,55,61.8945454545
910,55,62.0172727273
911,56,62.2776785714
912,56,62.18125
913,56,62.1089285714
914,56,62.2267857143
915,56,62.2428571429
916,56,62.0928571429
917,56,62.2107142857
918,56,62.3285714286
919,56,62.1785714286
920,56,62.4303571429
921,56,62.3258928571
922,56,62.1758928571
923,57,62.1631578947
924,57,62.0131578947
925,57,61.8631578947
926,57,61.8
927,57,61.9131578947
928,57,61.7631578947
929,57,61.6131578947
930,57,61.4631578947
931,57,61.3605263158
932,57,61.2105263158
933,58,61.3594827586
934,58,61.2094827586
935,58,61.0594827586
936,58,61.1681034483
937,58,61.0181034483
938,58,60.8681034483
939,58,60.7181034483
940,58,60.5681034483
941,58,60.4181034483
942,58,60.2681034483
943,58,60.1181034483
944,58,59.9681034483
945,58,60.0767241379
946,58,59.9267241379
947,58,59.8594827586
948,59,59.9245762712
949,59,59.7745762712
950,59,59.6245762712
951,59,59.7288135593
952,59,59.8991525424
953,59,59.7491525424
954,59,59.8533898305
955,60,59.8725
956,60,59.9725
957,60,59.8225
958,60,59.9225
959,60,60.0225
960,60,60.1225
961,60,60.2225
962,60,60.0725
963,61,60.0852459016
964,61,59.9352459016
965,61,59.7852459016
966,61,59.881147541
967,59,61.7627118644
968,59,61.6127118644
969,60,61.6025
970,60,61.4525
971,60,61.3025
972,60,61.25
973,61,61.2434426229
974,61,61.3393442623
975,61,61.3663934426
976,61,61.2163934426
977,61,61.312295082
978,62,61.5443548387
979,62,61.3943548387
980,61,61.3024590164
981,61,61.3983606557
982,61,61.2483606557
983,62,61.239516129
984,62,61.089516129
985,62,60.939516129
986,62,60.789516129
987,62,60.6758064516
988,62,60.7677419355
989,62,60.6177419355
990,62,60.4677419355
991,62,60.8016129032
992,62,60.6516129032
993,62,60.5016129032
994,62,60.3516129032
995,62,60.2016129032
996,62,60.0516129032
997,62,59.9548387097
998,63,60.2023809524
999,63,60.5285714286
1000,63,60.5023809524
1001,63,60.3523809524
1002,63,60.2023809524
1003,63,60.0523809524
1004,64,60.0578125
1005,63,60.3357142857
1006,63,60.1857142857
1007,63,60.2738095238
1008,63,60.1238095238
1009,63,60.2119047619
1010,63,60.3
1011,63,60.15
1012,63,60.0
1013,63,59.85
1014,63,59.7
1015,63,59.55
1016,63,59.4452380952
1017,63,59.2952380952
1018,63,59.1452380952
1019,63,58.9952380952
1020,64,59.0171875
1021,64,58.91640625
1022,64,59.00078125
1023,65,59.02
1024,65,58.87
1025,65,59.1423076923
1026,65,58.9923076923
1027,65,58.8423076923
1028,65,58.6923076923
1029,66,58.7136363636
1030,66,58.5636363636
1031,66,58.6409090909
1032,66,58.7181818182
1033,66,58.5681818182
1034,66,58.4181818182
1035,66,58.2681818182
1036,66,58.1431818182
1037,66,58.2568181818
1038,65,57.8707692308
1039,66,57.9045454545
1040,65,57.7138461538
1041,65,57.5638461538
1042,65,57.7046153846
1043,65,57.5546153846
1044,65,57.6353846154
1045,65,57.7161538462
1046,65,57.7969230769
1047,65,57.8776923077
1048,65,57.7276923077
1049,65,57.5776923077
1050,66,57.8431818182
1051,66,57.6931818182
1052,66,57.5431818182
1053,66,57.3931818182
1054,66,57.6272727273
1055,66,57.4772727273
1056,66,57.3272727273
1057,66,57.4045454545
1058,66,57.4818181818
1059,66,57.3318181818
1060,66,57.4090909091
1061,66,57.7136363636
1062,66,57.7909090909
1063,66,57.6409090909
1064,65,58.3784615385
1065,65,58.2284615385
1066,65,58.0784615385
1067,65,57.9284615385
1068,64,58.684375
1069,64,58.534375
1070,63,59.3142857143
1071,63,59.1642857143
1072,62,58.3967741935
1073,63,58.669047619
1074,63,58.519047619
1075,63,58.369047619
1076,62,58.1741935484
1077,62,58.0241935484
1078,62,57.8741935484
1079,62,57.7241935484
1080,63,57.769047619
1081,63,57.619047619
1082,63,57.469047619
1083,63,58.0333333333
1084,63,57.8833333333
1085,63,57.9714285714
1086,63,57.8214285714
1087,63,57.9095238095
1088,63,57.9976190476
1089,63,57.8476190476
1090,63,57.6976190476
1091,63,57.5476190476
1092,63,57.3976190476
1093,63,57.4857142857
1094,64,57.53125
1095,64,57.38125
1096,64,57.23125
1097,64,57.08125
1098,64,57.165625
1099,64,57.25
1100,64,57.334375
1101,64,57.35546875
1102,64,57.43984375
1103,64,57.28984375
1104,64,57.3578125
1105,64,57.2078125
1106,64,57.2921875
1107,65,57.3376923077
1108,65,57.34
1109,65,57.3584615385
1110,65,57.2084615385
1111,66,57.4090909091
1112,66,57.2590909091
1113,66,57.1090909091
1114,66,56.9590909091
1115,66,56.8090909091
1116,67,57.0798507463
1117,67,56.9298507463
1118,67,57.0910447761
1119,67,56.9410447761
1120,67,56.7910447761
1121,67,56.8649253731
1122,67,57.1626865672
1123,67,57.0126865672
1124,67,56.8626865672
1125,67,56.9365671642
1126,67,57.2097014925
1127,68,57.2477941176
1128,68,57.0977941176
1129,68,56.9477941176
1130,68,57.0183823529
1131,68,57.0889705882
1132,68,56.9389705882
1133,68,57.2301470588
1134,68,57.3007352941
1135,69,57.3543478261
1136,69,57.4826086957
1137,69,57.3326086957
1138,69,57.4
1139,69,57.25
1140,70,57.2821428571
1141,70,57.3464285714
1142,70,57.1964285714
1143,70,57.0464285714
1144,70,57.1107142857
1145,70,56.9607142857
1146,69,56.6869565217
1147,69,56.5369565217
1148,69,56.3869565217
1149,69,56.2369565217
1150,70,56.2835714286
1151,70,56.3478571429
1152,70,56.1978571429
1153,70,56.0478571429
1154,70,55.8978571429
1155,70,55.9621428571
1156,69,55.6217391304
1157,69,55.6891304348
1158,69,55.7565217391
1159,69,55.6065217391
1160,69,55.8913043478
1161,69,55.9586956522
1162,69,55.8086956522
1163,69,55.6586956522
1164,69,55.5086956522
1165,69,55.5760869565
1166,69,55.4260869565
1167,69,55.4934782609
1168,69,55.5608695652
1169,69,55.4108695652
1170,69,55.2608695652
1171,69,55.1108695652
1172,69,54.9608695652
1173,69,54.8108695652
1174,69,54.6608695652
1175,69,54.7282608696
1176,70,54.7964285714
1177,70,54.6464285714
1178,70,54.7107142857
1179,70,54.5607142857
1180,70,54.4107142857
1181,70,54.2607142857
1182,70,54.1107142857
1183,70,53.9607142857
1184,70,53.8107142857
1185,70,53.6607142857
1186,70,53.5107142857
1187,70,53.3607142857
1188,71,53.4450704225
1189,71,53.5063380282
1190,71,53.3563380282
1191,71,53.4176056338
1192,71,53.4788732394
1193,71,53.3288732394
1194,71,53.1788732394
1195,72,53.2625
1196,72,53.1125
1197,72,52.9625
1198,72,52.8125
1199,72,52.6625
1200,72,52.9291666667
1201,72,52.7791666667
1202,72,52.8375
1203,72,52.6875
1204,72,52.5375
1205,72,52.3875
1206,72,52.2375
1207,72,52.0875
1208,72,51.9375
1209,73,52.0349315068
1210,73,51.8849315068
1211,73,51.7349315068
1212,73,51.5849315068
1213,73,51.6404109589
1214,73,51.695890411
1215,73,51.545890411
1216,73,51.601369863
1217,73,51.451369863
1218,73,51.301369863
1219,73,51.151369863
1220,73,51.001369863
1221,73,50.851369863
1222,73,50.701369863
1223,73,50.551369863
1224,73,50.401369863
1225,73,50.4568493151
1226,73,50.3068493151
1227,73,50.1568493151
1228,73,50.0068493151
1229,74,50.127027027
1230,74,50.3722972973
1231,74,50.2222972973
1232,74,50.0722972973
1233,74,49.9222972973
1234,74,49.7722972973
1235,74,49.6222972973
1236,74,49.675
1237,74,49.525
1238,74,49.5777027027
1239,74,49.4277027027
1240,74,49.2777027027
1241,74,49.1277027027
1242,74,48.9777027027
1243,74,48.8277027027
1244,74,48.6777027027
1245,74,48.5277027027
1246,74,48.3777027027
1247,74,48.2277027027
1248,74,48.0777027027
1249,74,47.9277027027
1250,74,47.9804054054
1251,74,47.8304054054
1252,74,47.6804054054
1253,74,47.7331081081
1254,74,47.5831081081
1255,74,47.4331081081
1256,74,47.4858108108
1257,73,47.9869863014
1258,73,47.8369863014
1259,73,47.6869863014
1260,74,47.8385135135
1261,74,47.6885135135
1262,74,47.5385135135
1263,74,47.7939189189
1264,74,47.6439189189
1265,75,47.792
1266,75,47.842
1267,75,47.692
1268,75,47.542
1269,75,47.392
1270,75,47.242
1271,75,47.492
1272,75,47.342
1273,75,47.192
1274,75,47.042
1275,75,46.892
1276,75,46.942
1277,76,47.0953947368
1278,76,46.9453947368
1279,76,46.7953947368
1280,75,47.27
1281,75,47.32
1282,76,47.4684210526
1283,76,47.3184210526
1284,76,47.3657894737
1285,76,47.2157894737
1286,76,47.0657894737
1287,76,46.9157894737
1288,76,47.3578947368
1289,76,47.2078947368
1290,75,47.688
1291,75,47.538
1292,74,47.7939189189
1293,74,47.8466216216
1294,73,47.8616438356
1295,73,47.7116438356
1296,73,47.5616438356
1297,72,48.28125
1298,72,48.13125
1299,72,47.98125
1300,72,48.0395833333
1301,73,48.395890411
1302,73,48.451369863
1303,72,48.15625
1304,72,48.00625
1305,72,47.85625
1306,72,47.9145833333
1307,72,47.7645833333
1308,72,47.8229166667
1309,72,47.6729166667
1310,72,47.5229166667
1311,72,47.3729166667
1312,72,47.2229166667
1313,72,47.0729166667
1314,72,46.9229166667
1315,73,47.0890410959
1316,73,47.35
1317,73,47.2
1318,73,47.05
1319,73,47.1054794521
1320,73,46.9554794521
1321,72,47.4583333333
1322,72,47.5166666667
1323,72,47.575
1324,72,47.425
1325,72,47.275
1326,72,47.125
1327,72,46.975
1328,72,46.825
1329,72,46.675
